17	64	19	30	63	43	46	65	67	49	58	68	40	48	67	74	71	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
18	81	43	51	74	54	29	73	77	46	59	68	31	56	73	79	77	42	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
19	77	61	65	73	58	52	71	72	46	53	67	51	52	66	74	74	53	54	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
20	57	76	64	51	72	67	43	46	68	66	48	67	68	68	63	60	63	68	75	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
21	41	78	60	32	71	71	21	31	69	66	24	69	67	42	53	35	69	72	72	52	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22	71	27	45	69	30	13	68	68	31	48	63	20	49	68	75	68	43	29	51	68	68	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23	67	35	48	65	33	33	62	67	33	29	63	37	45	67	69	64	48	41	48	65	63	37	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24	45	61	56	39	62	65	55	47	57	51	59	59	17	67	69	63	52	72	68	56	59	67	64	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
25	40	75	63	36	72	70	21	37	66	67	30	70	62	45	55	41	67	73	73	47	19	69	67	59	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26	33	74	63	29	69	66	24	30	65	66	27	69	60	45	53	35	67	72	70	45	24	67	65	55	17	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
27	67	54	55	66	47	49	65	67	39	47	69	53	60	68	72	71	61	60	59	71	69	52	51	72	70	69	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
28	70	31	40	69	36	25	66	70	36	48	70	21	45	72	77	74	36	33	57	71	72	31	41	66	71	70	49	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
29	70	47	48	69	42	50	67	70	41	15	70	48	48	71	74	72	53	54	56	71	72	47	33	62	69	67	48	52	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
30	41	75	55	26	68	70	28	44	66	67	37	70	63	53	57	52	69	75	73	46	37	70	64	61	36	39	72	68	67	0	.	.	.	.	.	.	.	.	.	.	.	.	.
31	57	78	71	46	71	73	37	42	74	72	47	75	74	56	43	60	75	76	74	56	51	73	72	65	50	52	75	73	75	51	0	.	.	.	.	.	.	.	.	.	.	.	.
32	41	76	69	40	74	73	26	37	72	71	34	69	68	48	47	45	74	75	73	41	34	71	67	63	31	37	73	73	70	41	44	0	.	.	.	.	.	.	.	.	.	.	.
33	75	28	46	68	46	45	71	72	51	58	72	43	47	69	77	74	40	44	54	75	73	47	51	61	75	74	61	40	60	72	76	76	0	.	.	.	.	.	.	.	.	.	.
34	49	73	70	47	71	71	43	40	71	73	56	72	69	61	61	56	65	72	73	57	56	71	73	54	53	57	74	71	73	52	27	52	74	0	.	.	.	.	.	.	.	.	.
35	70	35	42	66	34	21	67	71	31	51	68	19	40	71	78	72	36	30	52	69	71	23	38	67	70	70	50	26	52	70	73	69	37	70	0	.	.	.	.	.	.	.	.
36	72	49	54	71	52	38	66	71	44	58	68	39	61	70	75	72	52	46	60	72	70	38	49	72	71	74	54	44	59	70	75	69	51	73	40	0	.	.	.	.	.	.	.
37	17	70	63	23	67	69	25	28	66	64	27	67	61	41	40	25	67	71	68	42	28	66	65	40	23	29	67	67	67	32	44	32	70	45	65	65	0	.	.	.	.	.	.
38	51	79	74	44	71	76	35	36	73	75	41	75	73	52	27	49	75	76	74	53	42	75	70	59	45	47	73	75	77	46	21	43	79	36	73	73	42	0	.	.	.	.	.
39	39	73	67	31	72	66	35	43	66	68	36	66	61	43	49	38	69	72	72	48	33	67	67	56	33	38	71	67	71	30	48	40	72	42	68	67	30	48	0	.	.	.	.
40	66	34	46	64	32	36	64	67	35	51	68	33	40	67	71	72	35	36	53	69	71	38	44	62	71	68	49	34	50	67	71	70	35	66	29	51	65	71	64	0	.	.	.
41	65	44	48	60	41	42	63	66	30	37	67	35	14	70	74	74	41	44	50	70	71	39	44	27	67	68	50	36	47	67	71	73	38	69	35	55	66	72	64	40	0	.	.
42	56	73	74	51	67	71	51	54	66	63	56	69	67	62	64	60	68	73	74	67	54	71	68	68	55	51	69	71	68	59	66	58	72	68	70	73	44	58	58	70	68	0	.
43	14	69	63	14	68	68	24	28	65	66	29	66	57	41	43	31	66	72	69	42	26	68	65	36	26	27	68	70	66	24	45	33	69	43	66	67	15	41	29	65	62	44	0
