LON,LAT,NAME
28.08953,-25.7615,Kalafong Taxi Rank
28.08966,-25.76147,Kalafong Taxi Rank
28.08899,-25.76162,Kalafong Taxi Rank
28.14234,-26.32776,Kathlelong Centre Taxi Rank
28.147,-26.32648,Katlehong Hospital Taxi Rank
28.14594,-26.32611,Katlehong Peoples Taxi Association Taxi Rank
28.22933,-26.11022,Kempton Park Taxi Rank
28.22768,-26.10687,Kempton Park Taxi Rank
28.22863,-26.108,Kempton Park Taxi Rank
28.22729,-26.10603,Kempton Park Taxi Rank
28.22732,-26.10611,Kempton Park Taxi Rank
28.22968,-26.11093,Kempton Park Taxi Rank
28.22902,-26.10954,Kempton Park Taxi Rank
28.22893,-26.10913,Kempton Park Taxi Rank
28.22934,-26.11024,Kempton Park Taxi Rank
28.22729,-26.10601,Kempton Park Train Station Taxi Rank
27.78024,-26.09067,Key West Shopping Centre Taxi Rank
27.78261,-26.08856,Key West Shopping Centre Taxi Rank
28.04553,-26.19597,King George St Taxi Rank
28.39799,-26.18698,Kingsway Taxi Rank
27.89068,-26.27615,Kliptown B Taxi Rank
27.89108,-26.27734,Kliptown Taxi Rank
27.89175,-26.27907,Kliptown Taxi Rank
27.89085,-26.27617,Kliptown Taxi Rank
27.8905,-26.27715,Kliptown Taxi Rank
27.57243,-26.44655,Kloof Mine Taxi Rank
27.46961,-26.4944,Kokosi Taxi Rank
27.46897,-26.49473,Kokosi Taxi Rank
27.77098,-26.10846,Krugersdorp Station Taxi Rank
27.77049,-26.09682,Krugersdorp Taxi Rank
28.72222,-25.40027,Kwamhlanga Taxi Rank
28.39136,-26.31036,Kwathema Taxi Rank
28.32095,-26.18459,Lakeside Mall Taxi Rank
28.31817,-26.18373,Lakeside Mall Taxi Rank
28.31897,-26.18525,Lakeside Mall Taxi Rank
28.31841,-26.18409,Lakeside Mall Taxi Rank
28.31869,-26.18388,Lakeside Taxi Rank
28.32077,-26.18449,Lakeside Taxi Rank
28.31833,-26.18374,Lakeside Taxi Rank
27.88911,-25.89921,Lanseria Taxi Rank
27.88978,-25.89911,Lanseria Taxi Rank
27.81257,-26.38179,"Lawley Taxi Rank Office, Corner 2nd Avenue and Lawley Road"
27.89476,-26.3446,Lehae Taxi Rank
27.86507,-26.33284,Lenasia Ext 9 Taxi Rank
27.86221,-26.39491,Lenasia South Taxi Rank
27.82492,-26.31976,Lenasia Taxi Rank
27.82404,-26.31916,Lenasia Taxi Rank
27.82495,-26.32007,Lenasia Taxi Rank
27.82375,-26.31931,Lenasia Taxi Rank
27.82505,-26.31922,Lenasia Taxi Rank
27.82473,-26.31975,Lenasia Taxi Rank
27.82505,-26.3192,Lenasia Taxi Rank
27.82452,-26.31925,Lenasia Taxi Rank
27.82467,-26.319,Lenasia Taxi Rank
27.82483,-26.32005,Lenasia Taxi Rank
27.8248,-26.3196,Lenasia Taxi Rank
27.82492,-26.31971,Lenasia Taxi Rank
27.82506,-26.31917,Lensasia Taxi Rank
27.82506,-26.31917,Lensasia Taxi Rank
27.8083,-26.17194,Leratong Hospital Taxi Rank
27.80764,-26.17124,Leratong Hospital Taxi Rank
27.80817,-26.1712,Leratong Taxi Rank
27.60931,-26.34799,Libanon Gold Mine Taxi Rank
28.03489,-26.20201,Lilian Ngoyi Street Taxi Rank
27.92565,-25.99637,Lion Park Taxi Rank
27.92549,-25.99584,Lions Park Taxi Rank
27.92584,-25.99614,Lions Park Taxi Rank
28.0411,-26.20484,Loveday Taxi Rank
28.04138,-26.20555,Loveday Taxi Rank
28.04118,-26.20559,Loveday Taxi Rank
28.04117,-26.20391,"Loveday Taxi Rank, Corner Loveday Street and Pritchard Street"
28.04133,-26.20537,"Loveday Taxi Rank, Loveday Street"
27.76905,-26.10576,Luipaard Stop Taxi Rank
28.34371,-25.77812,Lynnwood Road Taxi Rank
28.3435,-25.77813,"Lynnwood Taxi Rank, Corner Solomon Mahlangu Drive and Lynnwood Drive"
28.04497,-26.19901,MTN Taxi Rank
28.04871,-26.20008,"MTN Taxi Rank, Corner Troye Street and Lilian Ngoyi Street"
28.08828,-25.49428,Mabopane Station B Taxi Rank
28.08775,-25.49545,Mabopane Station Main Taxi Rank
28.08879,-25.49458,Mabopane Station Taxi Rank
28.08834,-25.49477,Mabopane Station Taxi Rank
28.08906,-25.49267,Mabopane Station Taxi Rank
27.95956,-25.44338,Madidi Taxi Rank
27.54794,-26.00219,Magaliesburg Taxi Rank
27.83182,-26.24517,Maholwane Street Taxi Rank
28.41355,-25.70943,Mahube Valley Taxi Rank
28.04871,-26.20613,Main and Delvers Street Taxi Rank
28.39166,-26.3099,Majola Street Taxi Rank
28.12017,-25.23706,Makapanstad Taxi Rank
27.81055,-26.23153,Makhado Taxi Rank
27.93972,-26.01655,Malibongwe Drive Taxi Rank
28.04169,-26.14247,Mall of Rosebank Taxi Rank
28.05732,-26.31734,Mall of The South Taxi Rank
28.33461,-25.71545,Mamelodi Crossing Shopping Centre Taxi Rank
28.3348,-25.71509,Mamelodi Crossing Shopping Centre Taxi Rank
28.4009,-25.72391,Mamelodi Taxi Rank/ Mamelody Campus
28.4009,-25.72389,Mamelodi Taxi Rank/University of Pretoria - Mamelodi Campus
27.85537,-26.28369,Mangalani Shopping Centre Taxi Rank
27.89882,-26.26109,Maponya Mall Taxi Rank
27.90193,-26.25959,Maponya Mall Taxi Rank
28.17732,-25.73999,"Marabastad Taxi Rank, Corner 8th Street and Boom Street"
28.18115,-25.7389,"Marabastad, Belle Ombre Taxi Rank"
28.17529,-25.74054,Marabastard Taxi Rank
28.20799,-25.3625,Mashemong Taxi Rank
27.87275,-26.22213,Matlala Taxi Rank (Dobsonville)
27.8738,-26.22214,Matlala Taxi Rank (Dobsonville)
27.82414,-26.24873,Matshaya Street Taxi Rank
28.1747,-26.03331,Mayibuye Taxi Rank
28.17535,-26.03313,Mayibuye Taxi Rank
27.75178,-26.06719,Mayibuye Taxi Rank
28.04895,-26.1887,Mcdonald's Hillbrow Taxi Rank
27.9015,-26.2199,Meadow Point Shopping Centre Taxi Rank
28.27628,-25.78093,Menlyn Park Taxi Rank
27.84824,-26.26379,Merafe Taxi Rank
27.84776,-26.26296,Merafe Taxi Rank
27.84803,-26.26333,Merafe Taxi Rank
27.84796,-26.26319,Merafe Taxi Rank
28.01136,-26.55592,Meyerton Station Taxi Rank
28.12837,-25.99808,Midrand Taxi Rank
28.12762,-25.99771,Midrand Taxi Rank
28.12866,-25.99823,Midrand Taxi Rank
28.12799,-25.99774,Midrand Taxi Rank
28.12808,-25.99793,Midrand Taxi Rank
28.12922,-25.99753,Mildrand Taxi Rank
27.93162,-26.22769,Mlamlankunzi Taxi Rank (Oralndo East)
27.93223,-26.22743,"Mlamlankunzi Taxi Rank, Corner Mooki Street and Soweto Highway"
27.81833,-26.24694,Mndeni Taxi Rank
27.81832,-26.24737,Mndeni Taxi Rank
27.90892,-26.21722,Modise Taxi Rank
28.17388,-25.74078,Mogul St Taxi Rank
28.17388,-25.74107,Mogul Street Taxi Rank
27.76912,-26.10547,Molepha Street Taxi Rank
28.62054,-25.46307,Moloto Shopping Centre Taxi Rank
28.09255,-25.84832,Mooiplaas Informal Settlement Taxi Rank
28.36157,-25.73462,Moreri Street Taxi Rank
27.7838,-26.68665,Movhango Taxi Rank
27.87063,-26.24535,Mputhi Street Taxi Rank
27.75502,-26.07988,Munsieville Taxi Rank
27.78391,-26.68668,Mvhango Taxi Rank
27.8321,-26.2616,Naledi Ext Taxi Rank
27.87581,-26.50424,Nandos Lakeside Taxi Rank
27.8755,-26.50423,Nandos Taxi Rank
27.87552,-26.50429,"Nandos Taxi Rank, Lakeside"
28.14724,-26.32614,Natal Spruit Taxi Rank
28.14488,-26.32687,Natal Spruit Taxi Rank
28.14709,-26.32606,Natal Spruit Taxi Rank
28.14705,-26.32601,Natal Spruit Taxi Rank
28.14563,-26.3261,Natal Spruit Taxi Rank
28.14554,-26.32649,Natal Spruit Taxi Rank
28.1454,-26.3263,Natal Spruit Taxi Rank
28.14722,-26.32593,Natal Spruit Taxi Rank
28.14594,-26.32654,Natal Spruit Taxi Rank
28.14709,-26.32601,Natal Spruit Taxi Rank
28.14499,-26.32679,Natalspruit Hospital Taxi Rank
28.14246,-26.32773,"Natalspruit Hospital, Kathlehong Centre Taxi rank"
28.14791,-26.32445,Natalspruit Taxi Rank
27.89901,-26.22254,Ndofaya Mall Taxi Rank
28.36053,-25.73959,Nellmapius Taxi Rank
27.94199,-26.21587,New Canada Taxi Rank
28.12126,-26.2616,New Red Ruth Taxi Rank
28.47078,-26.41476,Nigel Taxi Rank
28.716,-25.687,Nkangala Taxi Rank
28.71612,-25.68678,Nkangala Taxi Rank/Ekandustria
28.02075,-25.92293,No 2 Diepsloot Taxi Rank
28.04785,-26.19979,Noord Taxi Rank
28.04673,-26.19859,Noord Taxi Rank
28.04779,-26.19937,Noord Taxi Rank
28.04782,-26.19962,Noord Taxi Rank
28.04662,-26.19794,Noord Taxi Rank
28.04781,-26.19952,Noord Taxi Rank
28.0467,-26.19844,Noord Taxi Rank
28.04773,-26.19931,Noord Taxi Rank
28.04857,-26.19907,Noord Taxi Rank
28.04859,-26.19921,Noord Taxi Rank
28.04768,-26.19871,Noord Taxi Rank
28.04781,-26.19953,Noord Taxi Rank
28.04853,-26.19934,Noord Taxi Rank
28.04862,-26.19939,Noord Taxi Rank
28.04842,-26.19796,Noord Taxi Rank(Station)
27.93267,-26.22717,Noordgesig Taxi Rank
28.12374,-25.95107,Noordwyk Taxi Rank
27.94533,-26.06097,North Gate Mall Taxi Rank
27.94566,-26.05954,North Gate Shopping Centre Taxi Rank
27.94409,-26.05849,North Gate Taxi Rank
28.05286,-26.20437,Nugget Street Taxi Rank
28.24793,-26.00445,Oakmoor East Taxi Rank
28.24917,-26.00647,Oakmoor East Taxi Rank
28.24696,-26.00508,Oakmoor Taxi Rank
28.24805,-26.00425,Oakmoor Taxi Rank
28.24773,-26.00507,Oakmoor Taxi Rank
28.24786,-26.00374,Oakmoor Taxi Rank
28.24885,-26.00686,Oakmore Taxi Rank
28.24784,-26.00417,Oakmore Taxi Rank
28.25014,-26.0065,Oakmore Taxi Rank
27.3915,-26.34422,Oberholzer Taxi Rank
27.39186,-26.3454,Oberholzer Taxi Rank
28.09455,-25.91506,Olievenhoutbos Taxi Rank
28.09719,-25.91259,"Olievenhoutbos Taxi Rank, Bohlale Street"
28.09903,-25.92302,Olievenhoutbosch Plaza Taxi Rank
28.12269,-25.95008,Olifantsfontein Road Taxi Rank
28.23283,-25.95005,Olifantsfontein Taxi Rank
28.23314,-25.94921,Olifantsfontein Taxi Rank
28.23316,-25.94907,Olifantsfontein Taxi Rank
28.09813,-25.92559,Olivenhoutbosch Taxi Rank
28.09813,-25.92556,Olivenhoutbosch Taxi Rank
27.86587,-26.45443,Orange Farm Ext 2 Taxi Rank
27.86551,-26.45428,Orange Farm Ext 2 Taxi Rank
27.86582,-26.45443,Orange Farm Ext 2 Taxi Rank
27.86591,-26.45445,Orange Farm Ext 2 Taxi Rank
27.86594,-26.45448,Orange Farm Ext 2 Taxi Rank
27.86645,-26.45465,"Orange Farm Ext 2 Taxi Rank, Link Road"
27.85935,-26.50415,"Orange Farm, Lakeside Ext 9 Taxi Rank"
27.92976,-26.24283,Orlando East Taxi Rank
27.93524,-26.24338,Orlando East Taxi Rank
27.92992,-26.24292,Orlando East Taxi Rank
27.91855,-26.24007,Orlando Taxi Rank
28.12317,-26.27382,Padstow Taxi Rank
28.14381,-26.38912,Palm Ridge Taxi Rank
